Site ID,Program Code,Program Name,Address 1,Address 2,Program Type,Enrollment,Daily Start Time,Length of Pre-K Day,Early Drop-Off Available,Late Pick-Up Available,Meals,Playspace,Dual Language,Collaborative Teachers - Survey Percent Positive,Supportive Environment - Survey Percent Positive,Effective School Leadership - Survey Percent Positive,Strong Family-Community Ties - Survey Percent Positive,Trust - Survey Percent Positive,Survey - Number of Guardian Responses,Survey - Guardian Response Rate,CLASS Most Recent Assessment Year,CLASS Emotional Support Score,CLASS Emotional Support Rating,CLASS Classroom Organization Score,CLASS Classroom Organization Rating,CLASS Instructional Support Score,CLASS Instructional Support Rating,ECERS Most Recent Assessment Year,ECERS Observation Average Score,ECERS Observation Average Rating,ECERS Language Reasoning Score,ECERS Language Reasoning Rating,ECERS Interaction Score,ECERS Interaction Rating,ECERS Activities Score,ECERS Activities Rating,ECERS Personal Care Routines Score,ECERS Personal Care Routines Rating,ECERS Space and Furnishings Score,ECERS Space and Furnishings Rating,ECERS Program Structure Score,ECERS Program Structure Rating,Quality Review - Date of Review,Quality Review - How well do teachers work with each other?
04M007,04M096,P.S. 96 Joseph Lanzetta,216 East 120th Street,"New York, NY 10035",District School,8,N/A,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,Dual Language (Spanish),68%,,,,,0,0%,N/A,,,,,,,2016-17 School Year,4.3,3,6.3,4,6.6,4,3.7,3,3.7,3,3.8,3,3,2,"February 25, 2015",3
04M037,04M102,P.S. 102 Jacques Cartier,315 East 113th Street,"New York, NY 10029",District School,24,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,77%,97%,98%,98%,99%,14,58%,N/A,,,,,,,2016-17 School Year,3.8,3,4.8,3,5.4,4,4.6,3,2.5,3,2.9,1,2.8,1,"November 01, 2016",3
04M038,04M108,P.S. 108 Assemblyman Angelo Del Toro Educational Complex,1615 Madison Avenue,"New York, NY 10029",District School,17,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,78%,,,,,4,27%,N/A,,,,,,,2016-17 School Year,4.4,3,4.3,3,6,4,5.3,4,2.8,3,4.4,3,2.3,1,"January 01, 2017",2
04M057,04M112,P.S. 112 Jose Celso Barbosa,535 East 119th Street,"New York, NY 10035",District School,28,1899-12-31T08:15:00.000,Full day,true,false,Breakfast/Lunch,Outdoor (onsite) playspace,,88%,100%,99%,97%,100%,22,92%,2014-15 School Year,6.6,4,6.7,4,4.8,3,2015-16 School Year,4.4,3,4.5,3,6.8,4,4.6,3,2.5,3,3.3,2,6,4,"April 29, 2015",4
04M072,04M146,P.S. 146 Ann M. Short,421 East 106th Street,"New York, NY 10029",District School,24,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,62%,,,,,4,17%,2016-17 School Year,7.0,4,6.9,4,2.1,2,2015-16 School Year,3.4,3,4.5,3,5.2,4,3.6,3,2.2,2,2.4,1,3.8,3,"January 01, 2017",2
04M083,04M155,P.S. 155 William Paca,319 East 117th Street,"New York, NY 10035",District School,13,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,91%,,,,,3,25%,2016-17 School Year,7.0,4,7.0,4,4.5,3,2014-15 School Year,2.3,1,2,1,2.2,1,2.1,1,2.2,2,3,2,2.3,1,"February 01, 2017",3
04M096,04M171,P.S. 171 Patrick Henry,19 East 103rd Street,"New York, NY 10029",District School,34,1899-12-31T08:00:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,83%,100%,100%,97%,99%,26,79%,2015-16 School Year,6.4,4,6.4,4,4.3,3,2014-15 School Year,4.2,3,5.8,4,5.6,4,4.5,3,1.5,2,4.1,3,4.5,3,"January 14, 2016",4
04M102,04M375,Mosaic Preparatory Academy,141 East 111th Street,"New York, NY 10029",District School,29,1899-12-31T08:00:00.000,Full day,true,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,70%,85%,77%,90%,82%,16,59%,N/A,,,,,,,2016-17 School Year,3.8,3,4.3,3,4.8,3,5.2,4,2.2,2,2.5,1,3.8,3,"March 24, 2015",4
04M108,04M497,Central Park East I,1573 Madison Avenue,"New York, NY 10029",District School,31,1899-12-31T08:30:00.000,Full day,true,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,49%,83%,32%,93%,73%,16,55%,2016-17 School Year,6.0,4,5.8,3,3.5,3,2015-16 School Year,3.8,3,6,4,4.4,3,4.2,3,2.2,2,3.3,2,3.5,3,"March 12, 2015",3
04M112,04M964,Central Park East II,19 East 103rd Street,"New York, NY 10029",District School,18,N/A,Full day,false,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,86%,100%,97%,97%,98%,9,50%,N/A,,,,,,,2016-17 School Year,3.1,2,4.8,3,5.6,4,2.3,1,1.7,2,2.4,1,3.3,2,"January 22, 2015",4
04M146,05M030,P.S. 30 Hernandez/Hughes,144-176 East 128th Street,"New York, NY 10035",District School,23,1899-12-31T08:00:00.000,Full day,true,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,86%,95%,85%,95%,96%,7,32%,2016-17 School Year,6.3,4,6.5,4,1.7,1,2015-16 School Year,4.9,3,6,4,7,4,4.7,3,2.5,3,4.4,3,6.3,4,"March 03, 2015",3
04M155,05M036,P.S. 36 Margaret Douglas,123 Morningside Drive,"New York, NY 10027",District School,65,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,80%,90%,91%,91%,92%,14,24%,N/A,,,,,,,2016-17 School Year,3.2,2,4.8,3,3.6,3,3.4,3,2,2,2.4,1,4.3,3,"March 01, 2017",3
04M171,05M046,P.S. 46 Arthur Tappan,2987 Frederick Douglas Boulevard,"New York, NY 10039",District School,34,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,88%,100%,100%,96%,99%,11,34%,N/A,,,,,,,2016-17 School Year,3.9,3,5.5,4,5.8,4,4.1,3,2.8,3,3.1,2,2.8,1,"November 01, 2016",2
04M375,05M092,P.S. 92 Mary Mcleod Bethune,222 West 134th Street,"New York, NY 10030",District School,16,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,79%,100%,100%,100%,100%,10,63%,2015-16 School Year,6.9,4,6.7,4,4.9,3,2014-15 School Year,2.8,1,3.3,2,2.4,1,3.3,2,2,2,3.3,2,1.7,1,"March 29, 2016",3
04M497,05M123,P.S. 123 Mahalia Jackson,301 West 140th Street,"New York, NY 10030",District School,35,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,77%,96%,91%,90%,94%,17,55%,2016-17 School Year,6.2,4,6.1,4,2.5,2,2015-16 School Year,3.7,3,5.3,4,5.8,4,4,3,2.2,2,2.9,1,3,2,"March 01, 2017",3
04M964,05M125,P.S. 125 Ralph Bunche,425 West 123rd Street,"New York, NY 10027",District School,47,1899-12-31T08:00:00.000,Full day,false,true,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,94%,100%,99%,97%,98%,18,39%,2016-17 School Year,6.9,4,6.3,4,4.7,3,2015-16 School Year,4.5,3,6.3,4,6.8,4,4,3,2.5,3,4.1,3,5.3,4,"March 12, 2015",3
05M030,05M129,P.S. 129 John H. Finley,425 West 130th Street,"New York, NY 10027",District School,36,1899-12-31T08:00:00.000,Full day,true,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,Dual Language (Spanish),77%,100%,82%,90%,97%,6,18%,2016-17 School Year,7.0,4,6.9,4,3.4,3,2015-16 School Year,4.7,3,6.3,4,5.6,4,5.6,4,2.5,3,3.1,2,6,4,"January 01, 2017",2
05M036,05M133,P.S. 133 Fred R Moore,2121 5th Avenue,"New York, NY 10037",District School,18,N/A,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,68%,100%,100%,99%,97%,5,33%,N/A,,,,,,,2016-17 School Year,4,3,4,3,4.8,3,5.5,4,2.5,3,3.8,3,1.7,1,"January 01, 2017",3
05M046,05M154,P.S. 154 Harriet Tubman,250 West 127th Street,"New York, NY 10027",District School,33,1899-12-31T08:00:00.000,Full day,false,false,Contact program directly for details,Indoor/Outdoor (onsite) playspace,,93%,100%,96%,91%,100%,10,33%,2016-17 School Year,6.3,4,5.4,3,3.5,3,2014-15 School Year,2.1,1,2.3,1,1.6,1,2.4,1,1.3,1,2.8,1,1.7,1,"January 01, 2017",2
05M092,05M175,P.S. 175 Henry H Garnet,175 West 134th Street,"New York, NY 10030",District School,26,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,89%,97%,95%,92%,89%,12,50%,2016-17 School Year,5.6,3,4.5,2,2.7,2,2014-15 School Year,2.8,1,3,2,3,2,2.1,1,2.2,2,4.1,3,1.7,1,"November 01, 2016",3
05M123,05M194,P.S. 194 Countee Cullen,244 West 144th Street,"New York, NY 10030",District School,10,1899-12-31T08:20:00.000,Full day,true,true,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,87%,48%,29%,99%,69%,7,88%,2016-17 School Year,6.6,4,6.2,4,4.2,3,2015-16 School Year,3.4,3,3.5,3,2.8,1,4,3,2.7,3,3.4,3,4.3,3,"April 01, 2017",3
05M125,05M197,P.S. 197 John B. Russwurm,2230 5th Avenue,"New York, NY 10037",District School,20,1899-12-31T08:00:00.000,Full day,true,true,Breakfast/Lunch/Snack(s),Indoor/Outdoor (offsite) playspace,,91%,100%,100%,97%,100%,12,57%,2016-17 School Year,6.5,4,6.7,4,4,3,2014-15 School Year,4.2,3,5.3,4,3.6,3,5.5,4,2.7,3,4.3,3,3,2,"December 01, 2016",3
05M129,05M200,P.S. 200 - The James Mccune Smith School,2589 7th Avenue,"New York, NY 10039",District School,40,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,86%,88%,84%,90%,87%,15,41%,2016-17 School Year,6.5,4,6.4,4,3.4,3,2014-15 School Year,2.8,1,2.8,1,2.2,1,2.9,1,3,3,3.5,3,1.7,1,"January 01, 2017",2
05M133,05M517,Teachers College Community School,168 Morningside Avenue,"New York, NY 10027",District School,18,1899-12-31T08:35:00.000,Full day,true,true,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,77%,91%,82%,96%,77%,7,44%,N/A,,,,,,,2016-17 School Year,4,3,5.5,4,6.4,4,4.3,3,2.2,2,2.9,1,3.3,2,"May 26, 2016",2
05M154,06M004,P.S. 4 Duke Ellington,500 West 160th Street,"New York, NY 10032",District School,17,1899-12-31T08:00:00.000,Full day,true,true,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,83%,100%,100%,97%,100%,15,88%,2016-17 School Year,6.9,4,6.6,4,4.6,3,2015-16 School Year,4.6,3,5.5,4,6.2,4,5.8,4,1.8,2,4.9,3,1.7,1,"October 27, 2015",2
05M175,06M005,P.S. 5 Ellen Lurie,3703 Tenth Avenue,"New York, NY 10034",District School,41,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,89%,100%,97%,95%,98%,25,63%,2016-17 School Year,6.5,4,6.4,4,2.7,2,2014-15 School Year,3.3,2,4.3,3,3.4,3,4.2,3,2.3,3,3.1,2,1.7,1,"January 23, 2015",3
05M194,06M008,P.S. 8 Luis Belliard,465 West 167th Street,"New York, NY 10032",District School,46,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,86%,100%,100%,96%,100%,27,63%,2016-17 School Year,6.9,4,6.7,4,3.4,3,2014-15 School Year,4.1,3,4.8,3,4.2,3,4.3,3,3.5,3,4.6,3,1.7,1,"December 04, 2015",4
05M197,06M028,P.S. 28 Wright Brothers,475 West 155th Street,"New York, NY 10032",District School,36,1899-12-31T08:30:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,Dual Language (Spanish),92%,95%,93%,89%,93%,22,63%,N/A,,,,,,,2016-17 School Year,5.1,4,7,4,6.4,4,6.6,4,2,2,4.3,3,3.3,2,"May 05, 2015",3
05M200,06M048,P.S. 48 P.O. Michael J. Buczek,4360-78 Broadway,"New York, NY 10033",District School,36,1899-12-31T08:05:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,75%,100%,99%,97%,99%,20,59%,2016-17 School Year,6.7,4,6.5,4,1.3,1,2015-16 School Year,3.3,2,2.8,1,5.2,4,2.6,1,2,2,3.9,3,3.5,3,"January 21, 2016",4
05M517,06M098,P.S. 98 Shorac Kappock,512 West 212th Street,"New York, NY 10034",District School,80,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch,Outdoor (onsite) playspace,,75%,99%,97%,96%,99%,55,71%,2016-17 School Year,6.9,4,6.9,4,3.7,3,2014-15 School Year,4.4,3,5.5,4,5.8,4,4.4,3,2.7,3,4.4,3,3.7,3,"February 01, 2017",3
06M004,06M115,P.S. 115 Alexander Humboldt,586 West 177th Street,"New York, NY 10033",District School,33,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,91%,100%,100%,96%,100%,15,52%,2016-17 School Year,6.8,4,6.5,4,2.5,2,2015-16 School Year,4.2,3,5,4,6.6,4,4.4,3,1.3,1,4.3,3,4.3,3,"May 07, 2015",3
06M005,06M128,P.S. 128 Audubon,560 West 169th Street,"New York, NY 10032",District School,80,1899-12-31T08:25:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,Dual Language (Spanish),91%,97%,98%,96%,100%,43,58%,2014-15 School Year,6.2,4,6.0,4,3.5,3,2015-16 School Year,4.4,3,6,4,5,4,4.5,3,2.3,3,3.9,3,5.5,4,"February 09, 2015",4
06M008,06M152,P.S. 152 Dyckman Valley,93 Nagle Avenue,"New York, NY 10040",District School,45,1899-12-31T08:30:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,81%,100%,100%,95%,100%,36,82%,2016-17 School Year,6.7,4,6.8,4,3,2,2015-16 School Year,2.7,1,4.5,3,2.2,1,3.3,2,1.7,2,2.6,1,1.7,1,"November 19, 2015",3
06M028,06M153,P.S. 153 Adam Clayton Powell,1750 Amsterdam Avenue,"New York, NY 10031",District School,50,N/A,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,97%,100%,98%,96%,97%,32,68%,2015-16 School Year,6.6,4,6.1,4,1.6,1,2014-15 School Year,4.1,3,5.3,4,6,4,4.1,3,2.3,3,3.9,3,3.7,3,"March 16, 2015",4
06M048,06M173,P.S. 173,306 Fort Washington Avenue,"New York, NY 10033",District School,62,1899-12-31T08:15:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,89%,97%,96%,94%,96%,30,52%,2016-17 School Year,6.4,4,6.1,4,2.5,2,2014-15 School Year,3.8,3,4.8,3,5.4,4,4.3,3,2,2,3.8,3,1.7,1,"April 01, 2017",3
06M098,06M189,P.S. 189,2580 Amsterdam Avenue,"New York, NY 10040",District School,72,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,80%,100%,97%,95%,100%,32,45%,2014-15 School Year,6.1,4,6.0,4,2.8,2,2016-17 School Year,4.3,3,6,4,4.4,3,5.3,4,2.5,3,4.5,3,1.7,1,"December 11, 2014",3
06M115,06M192,P.S. 192 Jacob H. Schiff,500 West 138th Street,"New York, NY 10031",District School,36,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (offsite) playspace,Dual Language (Spanish),88%,97%,91%,97%,97%,24,67%,2015-16 School Year,6.5,4,5.6,3,1.5,1,2014-15 School Year,4.6,3,5.8,4,6,4,4.7,3,2.8,3,4.3,3,5,4,"January 01, 2017",2
06M128,06M210,P.S./I.S. 210 - Twenty-First Century Academy for Community Leadership,501-503 West 152nd Street,"New York, NY 10031",District School,18,N/A,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,Dual Language (Spanish),90%,82%,87%,83%,82%,10,59%,2014-15 School Year,5.7,3,5.6,3,4.4,3,2016-17 School Year,4.1,3,4.8,3,3.4,3,5.4,4,2.5,3,4,3,4,3,"March 31, 2015",3
06M153,06M348,Washington Heights Expeditionary Learning School,511 West 182Nd Street,"New York, NY 10033",District School,32,1899-12-31T08:15:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,Dual Language (Spanish),86%,100%,97%,96%,100%,19,63%,2015-16 School Year,6.7,4,6.8,4,4,3,2014-15 School Year,4,3,5.8,4,6.2,4,4.1,3,2,2,3.6,3,2.7,1,"March 18, 2015",4
06M173,06M366,Washington Heights Academy,202 Sherman Ave,"New York, NY 10034",District School,53,1899-12-31T08:20:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,90%,99%,95%,94%,97%,27,53%,2016-17 School Year,6.3,4,6.6,4,2.7,2,2015-16 School Year,4.9,3,5,4,5.8,4,4.8,3,4.5,4,4.8,3,4.5,3,"February 01, 2017",4
06M189,06M513,Castle Bridge School,560 West 169 Street,"New York, NY 10032",District School,18,1899-12-31T08:40:00.000,Full day,true,false,Breakfast/Lunch/Snack(s),Outdoor (offsite) playspace,Dual Language (Spanish),96%,91%,93%,100%,94%,7,41%,2015-16 School Year,6.8,4,7.0,4,4.3,3,2016-17 School Year,4.3,3,5.5,4,6.4,4,4.8,3,2.2,2,3,2,5.5,4,"February 01, 2017",4
06M192,07X001,P.S. 1 Courtlandt School,335 East 152nd Street,"Bronx, NY 10451",District School,36,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,67%,95%,100%,97%,99%,23,64%,2015-16 School Year,6.8,4,6.7,4,3.6,3,2014-15 School Year,3.3,2,4.8,3,3.2,2,4,3,2.7,3,3.1,2,1.5,1,"May 01, 2017",3
06M210,07X005,P.S. 5 Port Morris,564 Jackson Avenue,"Bronx, NY 10455",District School,34,1899-12-31T08:20:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,70%,100%,94%,97%,97%,9,27%,2016-17 School Year,6.3,4,6.5,4,3.7,3,2014-15 School Year,3.9,3,5.8,4,5.6,4,3.5,3,2.3,3,3.5,3,3.7,3,"May 13, 2016",3
06M325,07X018,P.S. 18 John Peter Zenger,502 Morris Avenue,"Bronx, NY 10451",District School,36,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,85%,99%,96%,94%,100%,26,79%,2016-17 School Year,6.5,4,6.6,4,3.6,3,2014-15 School Year,2,1,1.3,1,2.2,1,1.9,1,2,2,2.4,1,1.7,1,"February 27, 2015",3
06M348,07X025,P.S. 25 Bilingual School,811 East 149th Street,"Bronx, NY 10455",District School,32,1899-12-31T08:20:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,79%,100%,100%,96%,100%,10,34%,N/A,,,,,,,2016-17 School Year,4,3,5.8,4,6.6,4,3.7,3,2.5,3,3.1,2,3.3,2,"November 25, 2014",3
06M366,07X029,P.S./M.S. 29 Melrose School,758 Courtlandt Avenue,"Bronx, NY 10451",District School,29,1899-12-31T08:20:00.000,Full day,true,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,85%,97%,98%,95%,94%,12,41%,N/A,,,,,,,2016-17 School Year,4.6,3,7,4,6.6,4,5.2,4,1.7,2,3.5,3,5.3,4,"March 09, 2015",4
06M513,07X030,P.S. 30 Wilton,510 East 141st Street,"Bronx, NY 10454",District School,50,1899-12-31T08:15:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,86%,100%,99%,98%,99%,41,87%,N/A,,,,,,,2016-17 School Year,4.1,3,5.5,4,5.4,4,4.6,3,2.5,3,3.3,2,3.3,2,"May 01, 2017",3
07X001,07X031,P.S./M.S. 31 The William Lloyd Garrison,250 East 156th Street,"Bronx, NY 10451",District School,54,N/A,Full day,false,false,Breakfast/Lunch,Indoor,,85%,97%,97%,94%,96%,20,39%,2016-17 School Year,6.3,4,5.9,3,3,2,2014-15 School Year,3,2,4.8,3,2.6,1,2.9,1,2.3,3,3.5,3,1.7,1,"December 01, 2016",2
07X005,07X043,P.S. 43 Jonas Bronck,165 Brown Place,"Bronx, NY 10454",District School,35,1899-12-31T08:15:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,88%,97%,94%,94%,96%,12,34%,2016-17 School Year,6.9,4,6.9,4,3.7,3,2015-16 School Year,4.9,3,6.3,4,6.2,4,4.8,3,3.3,3,4.4,3,5.5,4,"December 17, 2015",3
07X018,07X049,P.S. 49 Willis Avenue,383 East 139th Street,"Bronx, NY 10454",District School,53,1899-12-31T08:20:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,Dual Language (Spanish),78%,98%,100%,95%,98%,17,35%,2016-17 School Year,6.9,4,6.8,4,2.9,2,2015-16 School Year,3.1,2,3.8,3,3,2,2.9,1,2.7,3,3.4,3,3.3,2,"May 18, 2016",3
07X025,07X065,P.S. 65 Mother Hale Academy,677 East 141st Street,"Bronx, NY 10454",District School,35,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,82%,,,,,0,0%,2016-17 School Year,6.9,4,6.9,4,4.2,3,2014-15 School Year,2,1,1.8,1,2.4,1,2.3,1,1.5,2,2.4,1,1,1,"November 17, 2014",3
07X029,07X154,P.S. 154 Jonathan D. Hyatt,333 East 135th Street,"Bronx, NY 10454",District School,34,1899-12-31T08:15:00.000,Full day,false,true,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,86%,94%,100%,99%,100%,7,21%,2016-17 School Year,6.9,4,6.6,4,4.2,3,2014-15 School Year,3.5,3,5,4,4.4,3,4.2,3,2.3,3,3,2,1.7,1,"April 01, 2017",4
07X030,07X157,P.S. 157 Grove Hill,757 Cauldwell Avenue,"Bronx, NY 10456",District School,53,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,89%,89%,83%,89%,84%,22,46%,N/A,,,,,,,2016-17 School Year,4.1,3,5.5,4,4.4,3,4.5,3,2.8,3,3.4,3,4.5,3,"February 06, 2015",4
07X031,07X161,P.S. 161 Juan Ponce De Leon School,628 Tinton Avenue,"Bronx, NY 10455",District School,51,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,Dual Language (Spanish),86%,96%,97%,95%,100%,18,38%,N/A,,,,,,,2016-17 School Year,3.9,3,5.5,4,5.6,4,4.6,3,2.5,3,3,2,2.5,1,"March 01, 2017",2
07X043,07X179,P.S. 179,468 East 140th Street,"Bronx, NY 10454",District School,36,1899-12-31T08:00:00.000,Full day,true,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,88%,100%,100%,96%,100%,16,48%,N/A,,,,,,,2016-17 School Year,3.5,3,4.3,3,4.4,3,3.8,3,2.2,2,3.1,2,3.3,2,"April 17, 2015",3
07X049,07X277,P.S. 277,519 St Anns Avenue,"Bronx, NY 10455",District School,52,1899-12-31T08:20:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,Dual Language (Spanish),72%,100%,100%,93%,99%,13,25%,N/A,,,,,,,2016-17 School Year,4.9,3,6.8,4,6.4,4,5.7,4,2.7,3,3.9,3,4.8,3,"February 04, 2015",4
07X065,07X359,Concourse Village Elementary School,750 Concourse Village West,"Bronx, NY 10451",District School,31,1899-12-31T08:45:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,97%,100%,100%,93%,99%,23,72%,2016-17 School Year,6.0,4,6.3,4,3.4,3,2014-15 School Year,2.3,1,2,1,3.6,3,2.3,1,1.2,1,2.8,1,1.7,1,"December 19, 2014",4
07X154,07X369,Young Leaders Elementary School,468 East 140th Street,"Bronx, NY 10454",District School,24,1899-12-31T08:15:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,90%,100%,97%,94%,100%,9,41%,2015-16 School Year,6.2,4,5.9,3,2.5,2,2014-15 School Year,4,3,5.5,4,4.6,3,4.2,3,2.7,3,4,3,2.7,1,"October 01, 2016",2
07X157,08X036,P.S. 36 Unionport,1070 Castle Hill Avenue,"Bronx, NY 10472",District School,54,1899-12-31T08:35:00.000,Full day,false,false,Breakfast/Lunch,Outdoor (onsite) playspace,,95%,99%,100%,99%,100%,31,58%,N/A,,,,,,,2016-17 School Year,4.6,3,4.8,3,5.6,4,5.5,4,2.8,3,4.6,3,3.7,3,"November 24, 2015",4
07X161,08X048,P.S. 48 Joseph R. Drake,1290 Spofford Avenue,"Bronx, NY 10474",District School,78,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,65%,92%,96%,92%,98%,15,22%,2016-17 School Year,5.6,3,5.5,3,2.1,2,2015-16 School Year,4.3,3,4.8,3,5.4,4,4.3,3,3,3,3.9,3,5.3,4,"March 01, 2017",3
07X179,08X062,P.S. 62 Inocensio Casanova,660 Fox Street,"Bronx, NY 10455",District School,51,1899-12-31T08:20:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,91%,100%,97%,94%,98%,27,56%,N/A,,,,,,,2016-17 School Year,3,2,4.5,3,4.8,3,2.9,1,1.7,2,2.5,1,2.3,1,"April 30, 2015",4
07X277,08X069,P.S. 69 Journey Prep School,560 Thieriot Avenue,"Bronx, NY 10473",District School,54,1899-12-31T08:10:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,94%,97%,95%,94%,97%,25,49%,2016-17 School Year,6.8,4,6.8,4,3.9,3,2015-16 School Year,4.1,3,5.8,4,4.4,3,4.4,3,2.2,2,4.4,3,4,3,"March 16, 2015",4
07X359,08X072,P.S. 72 Dr. William Dorney,2951 Dewey Avenue,"Bronx, NY 10465",District School,71,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,93%,100%,100%,98%,100%,34,52%,2015-16 School Year,6.0,4,6.0,4,2.9,2,2014-15 School Year,3.4,3,5,4,3.2,2,4.3,3,1.8,2,3.1,2,3,2,"November 24, 2014",4
07X369,08X075,P.S. 75 School of Research and Discovery,984 Faile Street,"Bronx, NY 10459",District School,66,1899-12-31T08:20:00.000,Full day,false,false,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,90%,93%,94%,96%,98%,22,37%,2016-17 School Year,6.6,4,6.8,4,2,2,2015-16 School Year,3.3,2,4.5,3,4.4,3,3.8,3,1.2,1,3.1,2,3,2,"March 30, 2015",3
Z028,08X093,P.S. 93 Albert G. Oliver,1535 Story Avenue,"Bronx, NY 10473",District School,65,1899-12-31T08:00:00.000,Full day,false,false,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,91%,89%,77%,90%,87%,15,24%,2016-17 School Year,6.4,4,6.4,4,2.4,2,2015-16 School Year,2.7,1,4.3,3,3.8,3,2.6,1,1,1,3,2,1.8,1,"May 22, 2015",3
