SiteID,Program Code,Name,Site_Address 1,City_State_Zip,Program Type,Enrollment,Daily Start Time,Length of Pre-K Day,Early Drop-off Available,LATE Pick-Up Available,Meals,Playspace,DualLanguage,Collaborative Teachers - Survey Percent Positive,Site_Supportive_Environment -Survey Percent Positive,Site_Effective_Leadership - Survey Percent Positive,Site Strong Family Ties - Survey Percent Positive,Site Trust - Survey Percent Positive,Survey - # of Guardian Responses,Survey -Guardian Response Rate,CLASS Most Recent AssessmentYear,CLASS_Emotional Support Score,CLASS_Emotional Support Rating,CLASS_Classroom Organization Score,CLASS Classrooom Organization Rating,CLASS Instructional Support Score,CLASS Instructional Support Rating,ECERS Most Recent AssessmentYear,ECERS Oberservation Average Score,ECERS Observation Average Score,ECERS Language Reasoning Score,ECERS Language Reasoning Rating,ECERS Interaction Score,ECERS Interaction Rating,ECERS Activities Score,ECERS Activities Rating,ECERS Personal Care Routines Score,ECERS Personal Care Routines Rating,ECERS Space/Furnishings Score,ECERS Space/Furnishings Rating,ECERS Program Structure Score,Ecers Program Structure Rating,Quality Review - Dates_of_Review,Quality Review - How well do teachers work with each other
04M083,04M083,P.S. 083 Luis Munoz Rivera,219 East 109 Street,"New York, NY 10029",District School,18,12/31/1899 08:20:00 AM,Full day,No,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,91,1,1,0.95,1,8,89,2017-18 School Year,6.8,4,6.5,4,2.2,2,2015-16 School Year,4.2,3,6,4,5.8,4,3.2,2,3.7,3,3.9,3,4,3,05/24/2016 12:00:00 AM,3
04M102,04M102,P.S. 102 Jacques Cartier,315 East 113 Street,"New York, NY 10029",District School,21,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,61,0.95,0.95,0.91,0.84,9,64,2017-18 School Year,6.9,4,6.9,4,4,3,2016-17 School Year,3.8,3,4.8,3,5.4,4,4.6,3,2.5,3,2.9,1,2.8,1,11/01/2016 12:00:00 AM,3
04M108,04M108,P.S. 108 Assemblyman Angelo Del Toro Educational Complex,1615 MADISON AVENUE,"New York, NY 10029",District School,13,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,88,0.87,0.94,0.93,0.94,6,100,2017-18 School Year,6.7,4,6.6,4,2.6,2,2016-17 School Year,4.4,3,4.3,3,6,4,5.3,4,2.8,3,4.4,3,2.3,1,01/01/2017 12:00:00 AM,2
04M112,04M112,P.S. 112 Jose Celso Barbosa,535 East 119 Street,"New York, NY 10035",District School,29,12/31/1899 08:15:00 AM,Full day,Yes,No,Breakfast / Lunch,Outdoor (onsite) playspace,,89,1,1,0.97,1,17,85,2017-18 School Year,7,4,7,4,4.5,3,2015-16 School Year,4.4,3,4.5,3,6.8,4,4.6,3,2.5,3,3.3,2,6,4,,
04M146,04M146,P.S. 146 Ann M. Short,421 East 106 Street,"New York, NY 10029",District School,30,12/31/1899 08:00:00 AM,Full day,No,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,82,,,,,4,27,2016-17 School Year,7,4,6.9,4,2.1,2,2015-16 School Year,3.4,3,4.5,3,5.2,4,3.6,3,2.2,2,2.4,1,3.8,3,01/01/2017 12:00:00 AM,2
04M155,04M155,P.S. 155 William Paca,319 East 117 Street,"New York, NY 10035",District School,12,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,83,1,1,0.99,1,5,100,2016-17 School Year,7,4,7,4,4.5,3,2017-18 School Year,4.1,3,6,4,4.6,3,4,3,2.3,3,4,3,4.3,3,02/01/2017 12:00:00 AM,3
04M171,04M171,P.S. 171 Patrick Henry,19 East 103 Street,"New York, NY 10029",District School,36,12/31/1899 08:00:00 AM,Full day,Yes,No,Breakfast / Lunch,Outdoor (onsite) playspace,,88,0.87,0.92,0.89,0.92,24,100,2017-18 School Year,7,4,6.8,4,4.7,3,2017-18 School Year,4.9,3,5.3,4,6.6,4,4.8,3,4.3,4,4,3,6,4,01/14/2016 12:00:00 AM,4
04M375,04M375,Mosaic Preparatory Academy,141 East 111 Street,"New York, NY 10029",District School,36,12/31/1899 08:00:00 AM,Full day,Yes,No,Breakfast / Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,76,0.94,0.95,0.94,0.95,23,88,2017-18 School Year,6.5,4,5.8,3,4.1,3,2016-17 School Year,3.8,3,4.3,3,4.8,3,5.2,4,2.2,2,2.5,1,3.8,3,01/01/2018 12:00:00 AM,3
04M497,04M497,Central Park East I,1573 MADISON AVENUE,"New York, NY 10029",District School,26,12/31/1899 08:30:00 AM,Full day,Yes,Contact Program,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,83,1,1,0.95,1,15,75,2016-17 School Year,6,4,5.8,3,3.5,3,2017-18 School Year,3.7,3,4.5,3,5.6,4,3.7,3,2.7,3,2.6,1,4.5,3,02/01/2018 12:00:00 AM,2
05M030,05M030,P.S. 030 Hernandez/Hughes,144-176 East 128 Street,"New York, NY 10035",District School,16,12/31/1899 08:00:00 AM,Full day,Yes,Contact Program,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,96,1,1,0.95,0.99,11,92,2017-18 School Year,6.9,4,6.8,4,4.1,3,2015-16 School Year,4.9,3,6,4,7,4,4.7,3,2.5,3,4.4,3,6.3,4,11/01/2017 12:00:00 AM,3
05M036,05M036,P.S. 036 Margaret Douglas,123 MORNINGSIDE DRIVE,"New York, NY 10027",District School,41,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,72,,,,,0,0,2017-18 School Year,6.9,4,6.7,4,3.1,2,2016-17 School Year,3.2,2,4.8,3,3.6,3,3.4,3,2,2,2.4,1,4.3,3,03/01/2017 12:00:00 AM,3
05M046,05M046,P.S. 046 Arthur Tappan,2987 Frederick Douglas Boulevard,"New York, NY 10039",District School,35,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,83,1,1,0.95,0.99,16,76,2017-18 School Year,6.9,4,6.9,4,3.9,3,2016-17 School Year,3.9,3,5.5,4,5.8,4,4.1,3,2.8,3,3.1,2,2.8,1,11/01/2016 12:00:00 AM,2
05M092,05M092,P.S. 092 Mary McLeod Bethune,222 West 134 Street,"New York, NY 10030",District School,18,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,76,,,,,3,30,2015-16 School Year,6.9,4,6.7,4,4.9,3,2017-18 School Year,5.2,4,6,4,6.2,4,5.9,4,3.2,3,4.6,3,5.3,4,03/29/2016 12:00:00 AM,3
05M123,05M123,P.S. 123 Mahalia Jackson,301 West 140 Street,"New York, NY 10030",District School,36,12/31/1899 08:00:00 AM,Full day,No,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,74,0.96,0.97,0.95,0.96,19,100,2017-18 School Year,7,4,6.9,4,3.9,3,2015-16 School Year,3.7,3,5.3,4,5.8,4,4,3,2.2,2,2.9,1,3,2,05/01/2018 12:00:00 AM,3
05M125,05M125,P.S. 125 Ralph Bunche,425 West 123 Street,"New York, NY 10027",District School,50,12/31/1899 08:15:00 AM,Full day,No,Yes,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,84,1,0.97,0.89,0.95,16,36,2016-17 School Year,6.9,4,6.3,4,4.7,3,2017-18 School Year,3.9,3,4.8,3,3.6,3,4.8,3,3.3,3,3.5,3,2.3,1,,
05M129,05M129,P.S. 129 John H. Finley,425 West 130 Street,"New York, NY 10027",District School,28,12/31/1899 08:00:00 AM,Full day,Yes,Contact Program,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,Dual Language (Spanish),86,,,,,2,11,2017-18 School Year,6.9,4,6.9,4,2.8,2,2015-16 School Year,4.7,3,6.3,4,5.6,4,5.6,4,2.5,3,3.1,2,6,4,01/01/2017 12:00:00 AM,2
05M154,05M154,P.S. 154 Harriet Tubman,250 West 127 Street,"New York, NY 10027",District School,28,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,N/A,Indoor/Outdoor (onsite) playspace,,92,1,1,0.98,0.99,13,72,2017-18 School Year,6.7,4,6.6,4,3.7,3,2017-18 School Year,4.4,3,5.3,4,5.2,4,6.2,4,1.8,2,4,3,1.7,1,01/01/2017 12:00:00 AM,2
05M175,05M175,P.S. 175 Henry H Garnet,175 West 134 Street,"New York, NY 10030",District School,31,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,N/A,Indoor/Outdoor (onsite) playspace,,88,1,0.97,0.98,0.99,21,100,2017-18 School Year,6.9,4,6.8,4,4.1,3,2017-18 School Year,5.7,4,6.8,4,6.4,4,6,4,3.8,4,5.1,4,7,4,11/01/2016 12:00:00 AM,3
05M194,05M194,P.S. 194 Countee Cullen,244 West 144 Street,"New York, NY 10030",District School,18,12/31/1899 08:20:00 AM,Full day,Yes,Yes,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,82,0.44,0.2,0.98,0.53,16,100,2016-17 School Year,6.6,4,6.2,4,4.2,3,2017-18 School Year,3.6,3,4.3,3,3.6,3,4.4,3,1.7,2,3.1,2,5,4,05/01/2018 12:00:00 AM,3
05M197,05M197,P.S. 197 John B. Russwurm,2230 5 Avenue,"New York, NY 10037",District School,24,12/31/1899 07:30:00 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Indoor/Outdoor (offsite) playspace,,91,,,,,0,0,2016-17 School Year,6.5,4,6.7,4,4,3,2017-18 School Year,5.7,4,6.5,4,6.6,4,6.1,4,4.5,4,5.1,4,5.8,4,12/01/2016 12:00:00 AM,3
05M200,05M200,P.S. 200- The James Mccune Smith School,2589 7 Avenue,"New York, NY 10039",District School,34,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,88,0.89,0.86,0.9,0.88,19,86,2017-18 School Year,6.9,4,7,4,2.9,2,2017-18 School Year,4.2,3,5,4,5.8,4,4.3,3,3,3,3.5,3,4.3,3,01/01/2017 12:00:00 AM,2
05M517,05M517,Teachers College Community School,168 MORNINGSIDE AVENUE,"New York, NY 10027",District School,18,12/31/1899 08:35:00 AM,Full day,Yes,Yes,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,81,1,1,1,1,5,42,2017-18 School Year,7,4,6.9,4,3,2,2016-17 School Year,4,3,5.5,4,6.4,4,4.3,3,2.2,2,2.9,1,3.3,2,05/26/2016 12:00:00 AM,2
06M004,06M004,P.S. 004 Duke Ellington,500 West 160 Street,"New York, NY 10032",District School,34,12/31/1899 08:00:00 AM,Full day,Yes,Yes,N/A,Indoor/Outdoor (onsite) playspace,,69,1,1,0.96,1,20,100,2016-17 School Year,6.9,4,6.6,4,4.6,3,2017-18 School Year,5.3,4,5.5,4,7,4,5.9,4,3.5,3,5.1,4,4.3,3,03/01/2018 12:00:00 AM,3
06M005,06M005,P.S. 005 Ellen Lurie,3703 TENTH AVENUE,"New York, NY 10034",District School,36,12/31/1899 08:00:00 AM,Full day,No,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,93,1,1,0.94,1,21,91,2016-17 School Year,6.5,4,6.4,4,2.7,2,2017-18 School Year,5,4,5.5,4,6.6,4,5.3,4,4.5,4,4,3,4,3,05/01/2018 12:00:00 AM,3
06M008,06M008,P.S. 008 Luis Belliard,465 West 167 Street,"New York, NY 10032",District School,47,12/31/1899 08:00:00 AM,Full day,No,No,Breakfast / Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,85,0.96,0.97,0.97,0.97,35,100,2017-18 School Year,7,4,6.9,4,3.4,3,2017-18 School Year,4.5,3,5.5,4,5.2,4,5.1,4,2.2,2,3.8,3,5.8,4,01/01/2018 12:00:00 AM,3
06M028,06M028,P.S. 028 Wright Brothers,475 West 155 Street,"New York, NY 10032",District School,34,12/31/1899 08:30:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,Dual Language (Spanish),94,1,1,0.92,0.99,22,100,2017-18 School Year,7,4,6.9,4,3.4,3,2016-17 School Year,5.1,4,7,4,6.4,4,6.6,4,2,2,4.3,3,3.3,2,,
06M048,06M048,P.S. 048 P.O. Michael J. Buczek,4360-78 BROADWAY,"New York, NY 10033",District School,36,12/31/1899 08:05:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,80,0.87,0.95,0.92,0.93,17,100,2017-18 School Year,6.5,4,6.5,4,2.7,2,2015-16 School Year,3.3,2,2.8,1,5.2,4,2.6,1,2,2,3.9,3,3.5,3,02/01/2018 12:00:00 AM,4
06M098,06M098,P.S. 098 Shorac Kappock,512 West 212 Street,"New York, NY 10034",District School,67,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Outdoor (onsite) playspace,,58,0.95,0.88,0.94,0.9,44,98,2017-18 School Year,6.9,4,6.9,4,3,2,2017-18 School Year,4,3,5.8,4,3.8,3,4.3,3,3.3,3,3.6,3,3.3,2,02/01/2017 12:00:00 AM,3
06M115,06M115,P.S. 115 Alexander Humboldt,586 West 177 Street,"New York, NY 10033",District School,34,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,89,0.96,0.99,0.93,0.99,26,93,2016-17 School Year,6.8,4,6.5,4,2.5,2,2015-16 School Year,4.2,3,5,4,6.6,4,4.4,3,1.3,1,4.3,3,4.3,3,10/01/2017 12:00:00 AM,3
06M128,06M128,P.S. 128 Audubon,560 West 169 Street,"New York, NY 10032",District School,70,12/31/1899 08:25:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,Dual Language (Spanish),90,1,0.96,0.93,0.98,34,76,2017-18 School Year,7,4,6.8,4,3.4,3,2015-16 School Year,4.4,3,6,4,5,4,4.5,3,2.3,3,3.9,3,5.5,4,,
06M152,06M152,P.S. 152 Dyckman Valley,93 NAGLE AVENUE,"New York, NY 10040",District School,58,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,89,0.96,0.98,0.95,0.98,41,100,2016-17 School Year,6.7,4,6.8,4,3,2,2017-18 School Year,5.2,4,6,4,5.2,4,6.7,4,2.8,3,5,4,4.3,3,03/01/2018 12:00:00 AM,3
06M173,06M173,P.S. 173,306 FORT WASHINGTON AVENUE,"New York, NY 10033",District School,59,12/31/1899 08:15:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,94,1,1,0.92,0.97,36,100,2016-17 School Year,6.4,4,6.1,4,2.5,2,2017-18 School Year,3.4,3,4.3,3,4,3,4,3,2.2,2,3.6,3,2.3,1,04/01/2017 12:00:00 AM,3
06M187,06M187,P.S./I.S. 187 Hudson Cliffs,349 Cabrini Boulevard,"Manhattan, NY 10040",District School,18,12/31/1899 08:30:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Please contact site for more information,,87,1,0.96,0.95,1,5,100,N/A,,,,,,,2017-18 School Year,5,4,6.3,4,7,4,4.8,3,4,4,4.1,3,5.3,4,11/13/2015 12:00:00 AM,3
06M189,06M189,P.S. 189,2580 AMSTERDAM AVENUE,"New York, NY 10040",District School,65,12/31/1899 08:00:00 AM,Full day,No,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,81,1,0.99,0.94,0.97,32,86,2017-18 School Year,6.7,4,6.7,4,2.2,2,2016-17 School Year,4.3,3,6,4,4.4,3,5.3,4,2.5,3,4.5,3,1.7,1,12/01/2017 12:00:00 AM,3
06M192,06M192,P.S. 192 Jacob H. Schiff,500 West 138 Street,"New York, NY 10031",District School,47,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Indoor/Outdoor (offsite) playspace,,93,1,0.96,0.92,0.98,26,100,2015-16 School Year,6.5,4,5.6,3,1.5,1,2017-18 School Year,4,3,5,4,4.4,3,4.7,3,2,2,3.6,3,4.3,3,01/01/2017 12:00:00 AM,2
06M210,06M210,P.S./I.S. 210 - Twenty-first Century Academy for Community Leadership,501-503 West 152 Street,"New York, NY 10031",District School,18,12/31/1899 08:10:00 AM,Full day,No,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,Dual Language (Spanish),87,1,1,0.92,1,8,100,2017-18 School Year,6.6,4,6.3,4,2.2,2,2016-17 School Year,4.1,3,4.8,3,3.4,3,5.4,4,2.5,3,4,3,4,3,,
06M348,06M348,Washington Heights Expeditionary Learning School,511 WEST 182 STREET,"New York, NY 10033",District School,31,12/31/1899 08:15:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,Dual Language (Spanish),91,1,0.93,0.95,0.96,20,80,2015-16 School Year,6.7,4,6.8,4,4,3,2017-18 School Year,4.3,3,5.3,4,5.8,4,5.4,4,2.2,2,3.4,3,3.3,2,02/01/2018 12:00:00 AM,4
06M366,06M366,Washington Heights Academy,202 SHERMAN AVENUE,"New York, NY 10034",District School,51,12/31/1899 08:20:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,84,0.95,0.97,0.95,0.97,38,97,2016-17 School Year,6.3,4,6.6,4,2.7,2,2015-16 School Year,4.9,3,5,4,5.8,4,4.8,3,4.5,4,4.8,3,4.5,3,02/01/2017 12:00:00 AM,4
06M513,06M513,Castle Bridge School,560 WEST 169 STREET,"New York, NY 10032",District School,18,12/31/1899 08:40:00 AM,Full day,Yes,No,Breakfast / Lunch,Outdoor (offsite) playspace,Dual Language (Spanish),93,,,,,0,0,2015-16 School Year,6.8,4,7,4,4.3,3,2017-18 School Year,3.5,3,4.3,3,5,4,4,3,1.5,2,2.8,1,4,3,02/01/2017 12:00:00 AM,4
07X001,07X001,P.S. 001 Courtlandt School,335 East 152 Street,"Bronx, NY 10451",District School,35,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,76,0.92,0.91,0.88,0.9,13,93,2017-18 School Year,6.9,4,7,4,3.3,3,N/A,,,,,,,,,,,,,,,05/01/2017 12:00:00 AM,3
07X005,07X005,P.S. 5 Port Morris,564 JACKSON AVENUE,"Bronx, NY 10455",District School,36,12/31/1899 08:20:00 AM,Full day,No,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,79,1,0.9,0.89,0.89,12,75,2017-18 School Year,7,4,6.7,4,2.9,2,2017-18 School Year,4.6,3,5.3,4,5.8,4,5.3,4,2.8,3,4,3,4.5,3,05/13/2016 12:00:00 AM,3
07X018,07X018,P.S. 018 John Peter Zenger,502 MORRIS AVENUE,"Bronx, NY 10451",District School,35,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,87,0.96,0.92,0.95,0.95,24,100,2016-17 School Year,6.5,4,6.6,4,3.6,3,2017-18 School Year,4.5,3,6,4,5,4,4.6,3,2.8,3,4,3,5.8,4,10/01/2017 12:00:00 AM,3
07X025,07X025,P.S. 025 Bilingual School,811 East 149 Street,"Bronx, NY 10455",District School,36,12/31/1899 08:20:00 AM,Full day,Contact Program,Contact Program,N/A,Indoor/Outdoor (onsite) playspace,,88,1,1,0.95,0.95,9,56,2017-18 School Year,7,4,7,4,3.7,3,2016-17 School Year,4,3,5.8,4,6.6,4,3.7,3,2.5,3,3.1,2,3.3,2,,
07X029,07X029,P.S./M.S. 029 Melrose School,758 COURTLANDT AVENUE,"Bronx, NY 10451",District School,32,12/31/1899 08:20:00 AM,Full day,Yes,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,75,1,1,0.97,0.98,7,64,2017-18 School Year,6.9,4,6.9,4,3.1,2,2016-17 School Year,4.6,3,7,4,6.6,4,5.2,4,1.7,2,3.5,3,5.3,4,,
07X030,07X030,P.S. 030 Wilton,510 East 141 Street,"Bronx, NY 10454",District School,39,12/31/1899 08:15:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,94,1,0.89,0.95,0.96,10,63,2017-18 School Year,6.1,4,6,4,3.8,3,2016-17 School Year,4.1,3,5.5,4,5.4,4,4.6,3,2.5,3,3.3,2,3.3,2,05/01/2017 12:00:00 AM,3
07X043,07X043,P.S. 043 Jonas Bronck,165 BROWN PLACE,"Bronx, NY 10454",District School,27,12/31/1899 08:15:00 AM,Full day,No,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,92,1,1,0.96,1,12,100,2017-18 School Year,6.6,4,5.9,3,3.9,3,2015-16 School Year,4.9,3,6.3,4,6.2,4,4.8,3,3.3,3,4.4,3,5.5,4,10/01/2017 12:00:00 AM,3
07X049,07X049,P.S. 049 Willis Avenue,383 East 139 Street,"Bronx, NY 10454",District School,51,12/31/1899 08:20:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,Dual Language (Spanish),86,0.8,0.86,0.97,0.92,11,38,2017-18 School Year,6.7,4,6.7,4,2.5,2,2017-18 School Year,4.9,3,5.3,4,5.8,4,6.4,4,3,3,3.8,3,5,4,01/01/2018 12:00:00 AM,4
07X065,07X065,P.S. 065 Mother Hale Academy,677 East 141 Street,"Bronx, NY 10454",District School,35,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,90,0.89,0.93,0.93,0.9,18,100,2017-18 School Year,6.7,4,6.3,4,4.1,3,2017-18 School Year,4.8,3,5.3,4,6.2,4,4.9,3,3,3,5.1,4,3.7,3,,
07X154,07X154,P.S. 154 Jonathan D. Hyatt,333 East 135 Street,"Bronx, NY 10454",District School,30,12/31/1899 08:15:00 AM,Full day,No,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,91,,,,,2,10,2017-18 School Year,6.5,4,6.7,4,4.3,3,2017-18 School Year,4.1,3,5,4,3.6,3,5.1,4,2.8,3,4,3,3.5,3,04/01/2017 12:00:00 AM,4
07X157,07X157,P.S. 157 Grove Hill,757 CAULDWELL AVENUE,"Bronx, NY 10456",District School,53,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,87,1,1,0.98,1,15,52,2017-18 School Year,6.9,4,6.7,4,3.6,3,2016-17 School Year,4.1,3,5.5,4,4.4,3,4.5,3,2.8,3,3.4,3,4.5,3,,
07X161,07X161,P.S. 161 Juan Ponce De Leon School,628 TINTON AVENUE,"Bronx, NY 10455",District School,53,12/31/1899 08:00:00 AM,Full day,No,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,Dual Language (Spanish),80,1,1,0.9,0.97,29,81,2017-18 School Year,6.9,4,6.8,4,3.4,3,2016-17 School Year,3.9,3,5.5,4,5.6,4,4.6,3,2.5,3,3,2,2.5,1,03/01/2017 12:00:00 AM,2
07X179,07X179,P.S. 179,468 East 140 Street,"Bronx, NY 10454",District School,24,12/31/1899 08:00:00 AM,Full day,Yes,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,92,0.92,1,0.96,0.94,12,100,2017-18 School Year,7,4,6.7,4,3.4,3,2016-17 School Year,3.5,3,4.3,3,4.4,3,3.8,3,2.2,2,3.1,2,3.3,2,11/01/2017 12:00:00 AM,3
07X277,07X277,P.S. 277,519 SAINT ANNS AVENUE,"Bronx, NY 10455",District School,42,12/31/1899 08:20:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,Dual Language (Spanish),76,1,0.91,0.95,0.94,16,70,2017-18 School Year,6.5,4,6.2,4,2.5,2,2016-17 School Year,4.9,3,6.8,4,6.4,4,5.7,4,2.7,3,3.9,3,4.8,3,,
07X359,07X359,Concourse Village Elementary School,750 CONCOURSE VILLAGE WEST,"Bronx, NY 10451",District School,18,12/31/1899 08:45:00 AM,Full day,No,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,95,1,0.87,0.78,0.83,6,55,2017-18 School Year,7,4,7,4,3.5,3,N/A,,,,,,,,,,,,,,,,
07X369,07X369,Young Leaders Elementary School,468 East 140 Street,"Bronx, NY 10454",District School,25,12/31/1899 08:15:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,90,0.95,0.97,0.94,1,10,63,2017-18 School Year,7,4,7,4,4.3,3,N/A,,,,,,,,,,,,,,,10/01/2016 12:00:00 AM,2
08X036,08X036,P.S. 036 Unionport,1070 CASTLE HILL AVENUE,"Bronx, NY 10472",District School,54,12/31/1899 08:35:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Outdoor (onsite) playspace,,96,1,1,0.97,0.99,28,100,2017-18 School Year,7,4,7,4,3.4,3,2016-17 School Year,4.6,3,4.8,3,5.6,4,5.5,4,2.8,3,4.6,3,3.7,3,11/24/2015 12:00:00 AM,4
08X048,08X048,P.S. 048 Joseph R. Drake,1290 SPOFFORD AVENUE,"Bronx, NY 10474",District School,59,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,58,0.86,0.83,0.88,0.9,7,23,2016-17 School Year,5.6,3,5.5,3,2.1,2,2015-16 School Year,4.3,3,4.8,3,5.4,4,4.3,3,3,3,3.9,3,5.3,4,03/01/2017 12:00:00 AM,3
08X062,08X062,P.S. 062 Inocensio Casanova,660 FOX STREET,"Bronx, NY 10455",District School,51,12/31/1899 08:20:00 AM,Full day,Contact Program,Contact Program,N/A,Indoor/Outdoor (onsite) playspace,,91,1,0.99,0.94,0.99,20,100,2017-18 School Year,6.3,4,6.1,4,2.2,2,2016-17 School Year,3,2,4.5,3,4.8,3,2.9,1,1.7,2,2.5,1,2.3,1,,
08X069,08X069,P.S. 069 Journey Prep School,560 THIERIOT AVENUE,"Bronx, NY 10473",District School,54,12/31/1899 08:10:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,90,1,0.98,0.93,0.98,35,100,2016-17 School Year,6.8,4,6.8,4,3.9,3,2015-16 School Year,4.1,3,5.8,4,4.4,3,4.4,3,2.2,2,4.4,3,4,3,,
08X072,08X072,P.S. 072 Dr. William Dorney,2951 DEWEY AVENUE,"Bronx, NY 10465",District School,68,12/31/1899 08:00:00 AM,Full day,No,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,88,0.97,1,0.94,0.99,18,43,2017-18 School Year,5.9,3,5.8,3,2.6,2,2017-18 School Year,4.6,3,6.3,4,5.2,4,5.2,4,2.7,3,4.5,3,3.3,2,,
08X075,08X075,P.S. 75 School of Research and Discovery,984 FAILE STREET,"Bronx, NY 10459",District School,65,12/31/1899 08:20:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,89,0.98,0.99,0.94,0.98,25,76,2016-17 School Year,6.6,4,6.8,4,2,2,2017-18 School Year,5,4,6.3,4,6,4,6,4,2.8,3,4.8,3,3.7,3,01/01/2018 12:00:00 AM,4
